Level,Hierarchical structure,Code,Parent,Class title,Superscript,Class definition
3,Class,51.1108,51.11,Pre-optometry studies,,This instructional program class comprises any program that prepares individuals for admission to a professional program in optometry.
3,Class,51.1109,51.11,Pre-physical therapy studies,,This instructional program class comprises any program that prepares individuals for admission to a professional program in physical therapy.
3,Class,51.1110,51.11,Pre-art therapy studies,,This instructional program class comprises any program that prepares individuals for admission to a professional art therapy program.
3,Class,51.1111,51.11,Pre-physician assistant studies,,This instructional program class comprises any program that prepares individuals for admission to a professional physician assistant program.
3,Class,51.1199,51.11,"Health/medical preparatory programs, other",,This instructional program class comprises any program not listed above that relates to Health/medical preparatory programs.
2,Subseries,51.12,51.,Medicine,,This subseries comprises instructional program classes 51.1201 to 51.1299.
3,Class,51.1201,51.12,Medicine (MD),,"This instructional program class comprises any program that prepares individuals for the independent professional practice of medicine, involving the prevention, diagnosis, and treatment of illnesses, injuries, and other disorders of the human body. These programs include courses in the basic medical sciences, clinical medicine, examination and diagnosis, patient communications, medical ethics and laws, professional standards, and rotations in specialties such as internal medicine, surgery, pediatrics, obstetrics and gynecology, orthopedics, neurology, ophthalmology, radiology, clinical pathology, anesthesiology, family medicine, and psychiatry."
3,Class,51.1202,51.12,Osteopathic medicine/osteopathy (DO),,"This instructional program class comprises any program that prepares individuals for the independent professional practice of osteopathic medicine, involving a combination of medical principles and procedures and osteopathic principles of holistic medicine and the relationship of the musculoskeletal system to general health. These programs include courses in the basic medical sciences, preventive medicine, family and community medicine, medical informatics, disease systems, organ and physiologic systems, osteopathic principles and practice, osteopathic manipulative treatment, musculoskeletal and skin systems, clinical specialty rotations, medical ethics, and professional standards and practice management."
3,Class,51.1203,51.12,Podiatric medicine/podiatry (DPM),,"This instructional program class comprises any program that prepares individuals for the independent professional practice of podiatric medicine, involving the prevention, diagnosis, and treatment of diseases, disorders, and injuries to the foot and lower extremities. These programs include courses in the basic medical sciences; anatomy of the lower extremity; functional orthopedics; foot biomechanics; podiatric radiology; dermatology; podiatric surgery; podopediatrics; sports medicine; physical diagnosis; emergency medicine and traumatology; practice management; and professional standards and ethics."
3,Class,51.1299,51.12,"Medicine, other",,This instructional program class comprises any program not listed above that relates to Medicine.
2,Subseries,51.14,51.,Medical clinical sciences/graduate medical studies,,This subseries comprises instructional program classes 51.1401 to 51.1499.
3,Class,51.1401,51.14,"Medical science/scientist (MS, MSc, PhD)",,"This instructional program class comprises any undifferentiated clinical science program that prepares clinicians to conduct clinical and translational research in various areas. Note: Programs that prepare clinicians to conduct research in specific scientific fields should report under the relevant CIP code series (e.g., Series 26 Biological and biomedical sciences)."
3,Class,51.1402,51.14,"Clinical and translational science (Cert., MS, MSc, PhD)",,"This instructional program class comprises any program that prepares clinicians to direct a broad range of scientific or clinical or translational studies, translate scientific knowledge into clinical practice, and bridge clinical science with laboratory investigations. These programs include courses in bioinformatics, Information technology, biostatistics, epidemiology, grant writing, management and analysis of clinical data, clinical and translational research law and policy, responsible conduct of research, and scientific writing."
3,Class,51.1403,51.14,"Pain management (Cert., MS, MSc, PhD)",,"This instructional program class comprises any program that prepares clinicians in the diagnosis, management, and treatment of acute and chronic pain. These programs include courses in anesthesiology, pain assessment, pain classification and diagnosis, pain neuroscience, palliative and end-of-life care, physical medicine and rehabilitation, psychiatry of pain, pain pharmacology, public policy, and legal issues of pain management."
3,Class,51.1404,51.14,"Temporomandibular disorders and orofacial pain (Cert., MS, MSc, PhD)",,"This instructional program class comprises any program that prepares clinicians to evaluate, diagnose, and treat of a wide variety of temporomandibular disorders (TMD) and orofacial pain disorders as well as the treatment of sleep apnea and snoring with intraoral appliances. These programs include courses in head and neck anatomy, physical diagnosis and evaluation, orofacial pain, neurobiology of pain and analgesia, and diagnostic radiography."
3,Class,51.1405,51.14,"Tropical medicine (Cert., MS, MSc, PhD)",,"This instructional program class comprises any program that prepares clinicians to prevent and control vector-borne and tropical infectious diseases. These programs include courses in microbiology, parasitology, mycology, virology, vector biology, vaccinology, laboratory diagnosis, travelers' health, epidemiology, and disease management."
3,Class,51.1499,51.14,"Medical clinical sciences/graduate medical studies, other",,This instructional program class comprises any program not listed above that relates to Medical clinical sciences/graduate medical studies.
2,Subseries,51.15,51.,Mental and social health services and allied professions,,This subseries comprises instructional program classes 51.1501 to 51.1599.
3,Class,51.1501,51.15,Substance abuse/addiction counselling,,"This instructional program class comprises any program that prepares individuals to help prevent substance abuse, counsel individuals and families with drug and alcohol problems, and perform intervention and therapeutic services for persons suffering from addiction. These programs include courses in individual and group counselling skills, psychology of addiction, sociology, crisis intervention, substance abuse identification methodologies, substance abuse treatment modalities, substance abuse prevention and treatment resources, pharmacology and behavioural aspects of abused substances, treatment evaluation, patient observation and education, group dynamics, professional standards and ethics, and applicable laws and regulations."
3,Class,51.1502,51.15,Psychiatric/mental health services technician,,"This instructional program class comprises any program that prepares individuals, under the supervision of psychiatrists, psychologists, nurses, and other mental health care professionals, to provide direct patient care services, assist in developing and implementing treatment plans, administer medications, and perform related administrative functions. These programs include courses in mental health theory, applied psychopathology, patient communication and management, crisis intervention, psychotropic medication, mental health treatment procedures, substance abuse, record keeping, clinical administrative skills, and applicable standards and regulations."
3,Class,51.1503,51.15,Clinical/medical social work,,"This instructional program class comprises any program that prepares individuals for the specialized professional practice of social work, in collaboration with other health care professionals, in hospitals and other health care facilities and organizations. These programs include courses in social work, psychiatric case work, clinical interviewing techniques, therapeutic intervention strategies, patient testing and evaluation, patient and family counselling, social rehabilitation, patient care planning, record keeping, and support services liaison."
3,Class,51.1504,51.15,Community health services/liaison/counselling,,"This instructional program class comprises any program that prepares individuals to serve as facilitators, advocates, and referral professionals linking health care and related social services with affected recipient communities. These programs include courses in public and community health, human and social services, health services administration, group counselling, health education, group advocacy, cross-cultural and multilingual communication, and applicable laws and policies."
3,Class,51.1505,51.15,Marriage and family therapy/counselling,,"This instructional program class comprises any program that prepares individuals for the independent professional practice of marriage and family therapy, involving the diagnosis of cognitive, affective, and behavioural domain disorders, both mental and emotional, within the context of marriage and family systems and the application of short- and long-term therapeutic strategies in family group contexts. These programs include courses in psychotherapy, family systems and studies, small group intervention and therapy, marital problems, depression, identification of psychopathologies and behavioural disorders, holistic health care, practice management, applicable regulations, and professional standards and ethics."
3,Class,51.1506,51.15,Clinical pastoral counselling/patient counselling,,"This instructional program class comprises any program that prepares individuals, including but not limited to, ordained clergy and other counselling professionals to respond to the emotional and/or spiritual needs of patients and families in health care emergencies and other situations, and to consult with and counsel other health care professionals. These programs include courses in advanced interpersonal communication; individual and small group counselling; interdisciplinary teamwork; crisis management; extended care relationships; self-analysis; medical ethics; pastoral care art; spiritual dimensions of human growth and health; counselling psychology and therapy; and applications to grief, death, emotional collapse, injury, individual/family adjustment, and chronic illness situations."
3,Class,51.1507,51.15,Psychoanalysis and psychotherapy,,"This instructional program class comprises any program that prepares individuals to practice the provision of psychoanalytic counselling to individuals and groups based on the psychodynamic principles evolved from authorities such as Freud, Adler, and Jung. These programs include courses in self-analysis, personality theory, dream analysis, free association and transference theory and techniques, psychodynamic theory, developmental processes, applications to specific clinical conditions, practice management, and professional standards and ethics."
3,Class,51.1508,51.15,Mental health counselling/counsellor,,"This instructional program class comprises any program that prepares individuals to provide evaluations, referrals, and short-term counselling services to help people prevent or remediate personal problems, conflicts, and emotional crises. These programs include courses in human development, psychopathology, individual and group counselling, personality theory, career assessment, patient screening and referral, observation and testing techniques, interviewing skills, professional standards and ethics, and applicable laws and regulations."
3,Class,51.1509,51.15,Genetic counselling/counsellor,,"This instructional program class comprises any program that prepares individuals to counsel patients and families concerning inherited genetic disorders and diseases, children with birth defects; assess risk factors and planning options associated with potential and actual inherited conditions; and serve as patient advocates and provide referral services in relation to private and public support services. These programs include courses in clinical/medical genetics, methods of genetic testing, interviewing and counselling skills, genetic and support services delivery, principles of public health, medical ethics, laws and regulations, patient advocacy, and professional standards."
3,Class,51.1510,51.15,Infant/toddler mental health services,,"This instructional program class comprises any program that prepares individuals to provide mental health services to infants, toddlers, and preschoolers and their families. These programs include courses in developmental psychology, cognitive and biological development, social and emotional development, research methods, and ethics."
3,Class,51.1511,51.15,Medical family therapy/therapist,,"This instructional program class comprises any program that prepares individuals to work with patients and their families who are experiencing emotional, physical, relational and spiritual difficulties related to acute and chronic illnesses. These programs include courses in cultural context, ethics, family dynamics, family therapy, gender, human development, marriage counselling, psychopathology, research design and methods, sexuality, and systems thinking."
3,Class,51.1512,51.15,Hospice and palliative care,,"This instructional program class comprises any program that prepares individuals to work with patients in hospice and palliative care and focuses on the physical, psychological, spiritual, and social needs of patients and families affected by advanced illness. These programs include courses in aging, thanatology, pharmacology, complementary and integrative therapies, pathophysiology, and ethics."
3,Class,51.1513,51.15,Trauma counselling,,"This instructional program class comprises any program that focuses on understanding elements of traumatic exposure, trauma-sensitive care, and crisis intervention. These programs include courses in disaster response, grief and loss counselling, crisis intervention and management, trauma counselling, neurobiology of trauma, PTSD and combat-related trauma, relational trauma and treatment of trauma-related disorders."
3,Class,51.1580,51.15,Cannabis abuse/cannabis addiction counselling,CAN,"This instructional program class comprises any program that prepares individuals to help prevent cannabis abuse, counsel individuals and families with cannabis problems, and perform intervention and therapeutic services for persons suffering from cannabis addiction. These programs include courses in individual and group counselling skills, psychology of cannabis addiction, sociology, crisis intervention, cannabis abuse identification methodologies, cannabis abuse treatment modalities, cannabis abuse prevention and treatment resources, pharmacology and behavioural aspects of cannabis, treatment evaluation, patient observation and education, group dynamics, professional standards and ethics, and applicable laws and regulations."
3,Class,51.1599,51.15,"Mental and social health services and allied professions, other",,This instructional program class comprises any program not listed above that relates to Mental and social health services and allied professions.
2,Subseries,51.17,51.,Optometry (OD),,This subseries comprises instructional program class 51.1701.
3,Class,51.1701,51.17,Optometry (OD),,"This instructional program class comprises any program that prepares individuals for the independent professional practice of optometry and that focuses on the principles and techniques for examining, diagnosing and treating conditions of the visual system. These programs include courses in prescribing glasses and contact lenses, other optical aids, corrective therapies, patient counselling, physician referral, practice management, and ethics and professional standards."
2,Subseries,51.18,51.,Ophthalmic and optometric support services and allied professions,,This subseries comprises instructional program classes 51.1801 to 51.1899.
3,Class,51.1801,51.18,Opticianry/ophthalmic dispensing optician,,"This instructional program class comprises any program that prepares individuals to adapt and fit corrective eyewear, including eyeglasses and contact lenses, as prescribed by ophthalmologists or optometrists; to assist patients in selecting appropriate frames; and to prepare work orders for ophthalmic laboratory technicians. These programs include courses in geometrical optics; ophthalmic optics; anatomy of the eye; optical instrumentation; use and maintenance of adjustment and cleaning tools; prescription interpretation; contact lens adaptation and fitting; prosthesis fitting; facial and eye measuring; pathology identification; record keeping; and patient and business administrative tasks."
3,Class,51.1802,51.18,Optometric technician/assistant,,"This instructional program class comprises any program that prepares individuals to assist optometrists in providing patient care, administering examinations and treatments, and performing office administrative functions. These programs include courses in applied anatomy and physiology of the eye, visual testing, patient communication, patient preparation, medications and administration, dispensing and fitting of eyeglasses and contact lenses, record keeping, and office management skills."
3,Class,51.1803,51.18,Ophthalmic technician/technologist,,"This instructional program class comprises any program that prepares individuals to assist ophthalmologists and optometrists in examining and treating patients with vision problems, vision disorders, and eye diseases. These programs include courses in taking patient histories; administering directed treatments and topical medications; diagnostic test procedures and equipment operation; anatomical and functional ocular measurements; patient care and instruction; ophthalmic and surgical equipment maintenance; safety and sterilization procedures; and office administrative procedures."
3,Class,51.1804,51.18,Orthoptics/orthoptist,,"This instructional program class comprises any program that prepares individuals, under the supervision of ophthalmologists, to analyse, evaluate, and treat specific disorders of vision, eye movement, and eye alignment in children and adults. These programs include courses in eye anatomy, neuroanatomy, physiology, pharmacology, ophthalmic optics, diagnostic testing and measurement, orthoptic treatment therapy, systemic ocular diseases and disorders, principles of surgery, examination techniques, patient education, child psychology and development, learning disabilities, medical writing, and record keeping."
3,Class,51.1899,51.18,"Ophthalmic and optometric support services and allied professions, other",,This instructional program class comprises any program not listed above that relates to Ophthalmic and optometric support services and allied professions.
2,Subseries,51.20,51.,"Pharmacy, pharmaceutical sciences and administration",,This subseries comprises instructional program classes 51.2001 to 51.2099.
3,Class,51.2001,51.20,"Pharmacy (PharmD, BS, BSc, BPharm)",,"This instructional program class comprises any program that prepares individuals for the independent or employed practice of preparing and dispensing drugs and medications in consultation with prescribing physicians and other health care professionals, and for managing pharmacy practices and counselling patients. These programs include courses in mathematics, physics, chemistry, biochemistry, anatomy, physiology, pharmacology, pharmaceutical chemistry, pharmacognosy, pharmacy practice, pharmacy administration, applicable regulations, and professional standards and ethics."
3,Class,51.2002,51.20,"Pharmacy administration and pharmacy policy and regulatory affairs (MS, MSc, PhD)",,"This instructional program class comprises any program that prepares individuals to apply managerial, social, and economic sciences to the study and management of the distribution and use of pharmaceutical products and the provision of pharmacy services. These programs include courses in research design and methods, statistics, social and organizational behaviour, pharmacoeconomics, management of pharmacy services, outcomes research, product planning and reimbursement, cost-benefit analysis, drug marketing, pharmacy and pharmaceutics laws and regulations, risk assessment, and organization of the health care system."
3,Class,51.2003,51.20,"Pharmaceutics and drug design (MS, MSc, PhD)",,"This instructional program class comprises any program that focuses on the scientific study of the formulation of medicinal substances into product vehicles capable of being stored, transported, and then introduced into the patient and behaving in ways optimal to therapeutic interaction. These programs include courses in statistics, biopharmaceutics, drug metabolism, pharmacokinetics, pharmacodynamics, physical pharmacy, pharmacological analysis, drug design and development, pharmacological biotechnology, chemical separations, spectroscopy, drug-host interactions, immunology, quantitative drug measurement, enzymatic transformations, and metabolic excretion."
3,Class,51.2004,51.20,"Medicinal and pharmaceutical chemistry (MS, MSc, PhD)",,"This instructional program class comprises any program that focuses on the application of chemistry to the study of biologically and clinically active substances, biological and pharmacological interactions, and the development of associated research methods, techniques, and clinical trial procedures. These programs include courses in organic chemistry, biochemistry, molecular graphics, rational drug design, toxicology, molecular biology, pharmacology, enzyme mechanisms, receptor theory, neurochemistry, drug metabolism, drug synthesis, biological mechanisms of drug action, research tools and techniques, and laboratory safety."
3,Class,51.2005,51.20,"Natural products chemistry and pharmacognosy (MS, MSc, PhD)",,"This instructional program class comprises any program that focuses on the scientific study of biologically active compounds found in naturally occurring sources such as plants, animals, and microbes and their use and/or modification as medicinal substances. These programs include courses in medicinal chemistry, organic medicinals, pharmacological therapeutics, pharmacokinetics, molecular biology, structural chemistry, enzymes, nucleic acids, economic botany, ethnobotany, bioprospecting, bioassay, compound identification and isolation, mass spectrometry, and analytical instrumentation and techniques."
3,Class,51.2006,51.20,"Clinical and industrial drug development (MS, MSc, PhD)",,"This instructional program class comprises any program that focuses on the scientific application of pharmacology, pharmaceutics, and industrial management to the development, production, marketing, and distribution of pharmaceutical products. These programs include courses in industrial microbiology, plasmids, expression vectors, protein chemistry, assay and evaluation, drug synthesis and purification, quality control, industrial management, production security, patent procedures, intellectual property regulations and issues, patent enforcement and defence, and research design and testing."
3,Class,51.2007,51.20,"Pharmacoeconomics/pharmaceutical economics (MS, MSc, PhD)",,"This instructional program class comprises any program that focuses on the application of economics and policy analysis to the study of the relationship of pharmacy services and pharmaceutical processes and products to the health care system and their impact on health care organizations. These programs include courses in health economics, pharmacoeconomics, health care systems, health care organization and management, statistics and biostatistics, outcomes research, health care policy, pharmacy services, and pharmaceutical industry operations."
3,Class,51.2008,51.20,"Clinical, hospital and managed care pharmacy (MS, MSc, PhD)",,"This instructional program class comprises any program that prepares individuals to deliver specialized pharmacy services and produce pharmaceutical products in clinical settings in conjunction with other health care professionals. These programs include courses in biostatistics; clinical pharmacokinetics; biopharmaceutics; neuropharmacology; pharmacodynamics; drug metabolism; clinical sampling and research design; drug delivery systems; chemotherapy; pharmacotherapy; clinical pharmacy management; medical and research ethics; and applications to nuclear, nutrition support, oncology, psychiatric, and therapeutic pharmacy."
3,Class,51.2009,51.20,"Industrial and physical pharmacy and cosmetic sciences (MS, MSc, PhD)",,"This instructional program class comprises any program that focuses on the application of pharmaceutical sciences and pharmacy to the study of pharmaceuticals production and distribution, and prepares individuals to manage pharmaceutical industry operations. These programs include courses in pharmacoeconomics, industrial management, operations management, preformulation evaluation, product formulation/reformulation, drug product development, stability testing, dosage design, pilot scale-up, drug marketing, quality control, drug information, and legal and regulatory affairs."
3,Class,51.2010,51.20,Pharmaceutical sciences,,"This instructional program class comprises any program that focuses on the basic sciences that underlie drugs and drug therapy and that prepares individuals for further study and/or careers in pharmaceutical science and research, pharmaceutical administration and sales, biotechnology, drug manufacturing, regulatory affairs, and related fields. These programs include courses in mathematics, biology, chemistry, physics, statistics, pharmaceutics, pharmacology and toxicology, dosage formulation, manufacturing, quality assurance, and regulations."
3,Class,51.2011,51.20,Pharmaceutical marketing and management,,"This instructional program class comprises any program that combines the study of basic and pharmaceutical sciences with marketing and management studies; and that prepares individuals for careers in pharmaceutical sales, marketing, management, and related fields within the health care industry. These programs include courses in biology, chemistry, pharmaceutics, pharmacology, health care systems, issues and structure of pharmaceutical industry, management, pharmaceutical marketing, pharmaceutical and medical product management, and legal issues."
3,Class,51.2099,51.20,"Pharmacy, pharmaceutical sciences and administration, other",,"This instructional program class comprises any program not listed above that relates to Pharmacy, pharmaceutical sciences and administration."
2,Subseries,51.22,51.,Public health,,This subseries comprises instructional program classes 51.2201 to 51.2299.
3,Class,51.2201,51.22,"Public health, general (BPH, MPH, DPH)",,"This instructional program class comprises any program that generally prepares individuals to plan, manage, and evaluate public health care services; to function as public health professionals in public agencies, the private sector, and other settings; and to provide leadership in the field of public health. These programs include courses in epidemiology, biostatistics, public health principles, preventive medicine, health policy and regulations, health care services and related administrative functions, public health law enforcement, health economics and budgeting, public communications, and professional standards and ethics."
3,Class,51.2202,51.22,Environmental health,,"This instructional program class comprises any program that focuses on the application of environmental sciences, public health, the biomedical sciences, and environmental toxicology to the study of environmental factors affecting human health, safety, and related ecological issues, and prepares individuals to function as professional environmental health specialists. These programs include courses in epidemiology, biostatistics, toxicology, public policy analysis, public management, risk assessment, communications, environmental law, occupational health and safety emergency response, and applications such as air quality, food protection, radiation protection, solid and hazardous waste management, water quality, soil quality, noise abatement, housing quality, and environmental control of recreational areas."
3,Class,51.2205,51.22,Health/medical physics,,"This instructional program class comprises any program that focuses on the application of physics, nuclear science, and engineering physics to diagnostic, treatment, and therapeutic processes and public health protection. These programs include courses in radiation biophysics, biophysics, health effects of natural and artificially induced radiation, hazard evaluation, environmental radioactivity, nuclear physics, engineering physics, radiobiology, medical radiology, calibration and dosage theory, computer applications and medical informatics, and specific research problems."
3,Class,51.2206,51.22,Occupational health and industrial hygiene,,"This instructional program class comprises any program that prepares public health specialists to monitor and evaluate health and related safety standards in industrial, commercial, and government workplaces and facilities. These programs include courses in occupational health and safety standards and regulations; health-related aspects of various occupations and work environments; health hazard testing and evaluation; test equipment operation and maintenance; industrial toxicology; worker health and safety education; and the analysis and testing of job-related equipment, behaviour practices, and protective devices and procedures."
3,Class,51.2207,51.22,Public health education and promotion,,"This instructional program class comprises any program that focuses on the application of educational and communications principles and methods to the promotion of preventive health measures and the education of targeted populations on health issues, and prepares individuals to function as public health educators and health promotion specialists. These programs include courses in human development; health issues across the lifespan; population-specific health issues; principles and methods of public health education; administration of health education campaigns and programs; evaluation methods; public communications; and applications to specific public health subjects and issues."
3,Class,51.2208,51.22,Community health and preventive medicine,,"This instructional program class comprises any program that prepares public health specialists to plan and manage health services in local community settings, including the coordination of related support services, government agencies, and private resources. These programs include courses in public health, community health services and delivery, health behaviour and cultural factors, local government operations, human services, health communication and promotion, health services administration in local settings, environmental health, preventive and comparative medicine, epidemiology, biostatistics, family and community health, and applicable laws and regulations."
3,Class,51.2209,51.22,Maternal and child health,,"This instructional program class comprises any program that focuses on the application of public health specializations, public policy studies, and the social and behavioural sciences to issues of health affecting women, children, and families; and prepares individuals to function as maternal and child health specialists. These programs include courses in research design and testing, program evaluation, public policy analysis, public finance, economics of health care, community health, family development and dynamics, women's studies, social psychology, fetal and child development, biostatistics, health education and promotion, nutrition, neonatal development, psychology, and social services delivery."
3,Class,51.2210,51.22,International public health/international health,,"This instructional program class comprises any program that focuses on the application of public health specializations, the social and behavioural sciences, and policy and communications methods to the study of health problems in low- and middle-income countries and regions, and prepares individuals to function as professional international health specialists. These programs include courses in health education and promotion, research design and evaluation, infectious disease epidemiology, international health policy and management, public nutrition and food security, information systems, program evaluation, medical anthropology, international communication, behavioural sciences, maternal and child health, demography and population policy, and health care finance and economics."
3,Class,51.2211,51.22,Health services administration,,"This instructional program class comprises any program that focuses on the application of policy analysis, public administration, business management, and communications to the planning and management of health services delivery systems in the public and private sectors, and prepares individuals to function as health services administrators and managers. These programs include courses in health systems planning, public health organization and management, public health policy formulation and analysis, finance, business and operations management, economics of health care, organizational and health communications, marketing, human resources management, and public health laws and regulations."
3,Class,51.2212,51.22,Behavioural aspects of health,,"This instructional program class comprises any program that focuses on the biological, behavioural, and socio-cultural determinants of health and health behaviour, and the interventions and policies aimed at improving community and population health. These programs include courses in behavioural sciences, public health practice and policy, human services, and research methods."
3,Class,51.2213,51.22,Patient safety and healthcare quality,,"This instructional program class comprises any program that focuses on the application of transformative mechanisms and evidence-based protocols to reduce preventable patient harm and improve clinical outcomes. These programs include courses in healthcare quality, patient safety, research methods, program evaluation, epidemiology, legal and regulatory compliance, systems thinking, human factors engineering, and risk management."
3,Class,51.2214,51.22,Public health genetics,,"This instructional program class comprises any program that prepares individuals to respond to the complex social, legal, ethical, and public health policy implications generated by genetic research. These programs include courses in biochemical genetics of complex diseases, bioethics, chromosomes and human disease, genetic counselling, genetic epidemiology, gene mapping, human population genetics, and the molecular basis of human inherited disease."
3,Class,51.2280,51.22,Cannabis-related public health,CAN,"This instructional program class comprises any program that prepares individuals to plan, manage, and evaluate public health care services related to cannabis; and to function as cannabis public health professionals in public agencies, the private sector, and other settings. These programs include courses in public health principles, preventive medicine, epidemiology and biostatistics; cannabis health policy, economics and budgeting; public communications; administration of cannabis health education campaigns and programs; community health services and delivery; cannabis laws, regulations and law enforcement; and professional standards and ethics."
3,Class,51.2299,51.22,"Public health, other",,This instructional program class comprises any program not listed above that relates to Public health.
2,Subseries,51.23,51.,Rehabilitation and therapeutic professions,,This subseries comprises instructional program classes 51.2300 to 51.2399.
3,Class,51.2300,51.23,"Rehabilitation and therapeutic professions, general",,"This instructional program class comprises any program that prepares individuals to work with people who have learning disabilities, mental illness, and physical disabilities in a clinical, educational, or institutional setting. These programs include courses in abnormal psychology, assistive technology, case management, counselling techniques, cultural diversity, disability assessment and measurement, ethics, psychological and physiological aspects of disability, rehabilitation services, rehabilitation science, and vocational counselling."
3,Class,51.2301,51.23,Art therapy/therapist,,"This instructional program class comprises any program that prepares individuals, in consultation with other rehabilitation team members or in private practice, to use drawing and other art media forms to assess, treat, and rehabilitate individuals with mental, emotional, developmental, or physical disorders. These programs include courses in art, history and theory of art therapy, art therapeutic techniques, psychopathology, patient assessment and diagnosis, cultural diversity issues, legal and ethical practice issues, and professional standards and regulations."
3,Class,51.2302,51.23,Dance therapy/therapist,,"This instructional program class comprises any program that prepares individuals, in consultation with other rehabilitation team members or in private practice, to use the therapeutic application of creative dance movement to assist in promoting client rehabilitation and physical, emotional, and mental health. These programs include courses in neuroanatomy, personality development, movement and motor behaviour, psychology, dance, creative expression modalities, improvisation, group psychology and leadership, client evaluation and supervision, dance therapy practice, and professional standards and ethics."
3,Class,51.2305,51.23,Music therapy/therapist,,"This instructional program class comprises any program that prepares individuals, in association with a rehabilitation team or in private practice, to use music in therapeutic relationships to address the physical, psychological, cognitive, emotional, and social needs of clients. These programs include courses in music theory and performance, human growth and development, biomedical sciences, abnormal psychology, disabling conditions, patient assessment and diagnosis, treatment plan development and implementation, clinical evaluation, record keeping, and professional standards and ethics."
3,Class,51.2306,51.23,Occupational therapy/therapist,,"This instructional program class comprises any program that prepares individuals to assist patients limited by physical, cognitive, psychosocial, mental, developmental, and learning disabilities, as well as adverse environmental conditions, to maximize their independence and maintain optimum health through a planned mix of acquired skills, performance motivation, environmental adaptations, assistive technologies, and physical agents. These programs include courses in the basic medical sciences, psychology, sociology, patient assessment and evaluation, standardized and non-standardized tests and measurements, assistive and rehabilitative technologies, ergonomics, environmental health, special education, vocational counselling, health education and promotion, and professional standards and ethics."
3,Class,51.2307,51.23,Orthotist/prosthetist,,"This instructional program class comprises any program that prepares individuals, in consultation with physicians and other therapists, to design and fit orthoses for patients with disabling conditions of the limbs and/or spine, and prostheses for patients who have partial or total absence of a limb or significant superficial deformity. These programs include courses in biomechanics, gait analysis, pathomechanics, kinesiology, pathology, neuroanatomy, materials science, diagnostic imaging, patient analysis and measurement, impression taking, model rectification, assistive/restorative technology and engineering applications, product finishing, diagnostic and definitive fitting and alignment, power devices, postoperative management, and patient counselling and follow-up."
3,Class,51.2308,51.23,Physical therapy/therapist,,"This instructional program class comprises any program that prepares individuals to evaluate, examine, diagnose, and alleviate physical functional impairments and limitations caused by injury or disease through the design and implementation of therapeutic interventions to promote fitness and health. These programs include courses in anatomy, behavioral sciences, biology, biomechanics, biophysical agents, care plan development and documentation, cellular histology, clinical evaluation and measurement, clinical reasoning, communication, exercise physiology, kinesiology, neuroscience, pharmacology, pathology, physiology, professional standards and ethics, rehabilitation psychology, and therapeutic exercise."
3,Class,51.2309,51.23,Therapeutic recreation/recreational therapy,,"This instructional program class comprises any program that prepares individuals to plan, organize, and direct recreational activities designed to promote health and well-being for patients who are physically, mentally, or emotionally disabled. These programs include courses in the foundations of therapeutic recreation, leisure education and counselling, program planning, therapeutic recreational modalities, basic anatomy and physiology, psychology, medical terminology, human growth and development, patient observation and evaluation, special needs populations, and professional standards and ethics."
3,Class,51.2310,51.23,Vocational rehabilitation counselling/counsellor,,"This instructional program class comprises any program that prepares individuals to counsel and assist disabled individuals and recovering patients in order to achieve their greatest physical, mental, social, educational, and vocational potential. These programs include courses in patient evaluation and testing, rehabilitation program planning, patient support services and referral, job analysis, adjustment psychology, rehabilitation services provision, patient counselling and education, applicable law and regulations, and professional standards and ethics."
3,Class,51.2311,51.23,Kinesiotherapy/kinesiotherapist,,"This instructional program class comprises any program that prepares individuals, under the direction of physicians, to treat the effects of disease, injury, and congenital disorders through therapeutic exercise and education. These programs include courses in human anatomy, human physiology, kinesiology, biomechanics, therapeutic exercise and adapted physical education, human growth and development, motor learning and performance, testing and measurement, first aid and cardiopulmonary resuscitation, psychology, rehabilitation procedures, patient assessment and management, and professional standards and ethics."
3,Class,51.2312,51.23,Assistive/augmentative technology and rehabilitation engineering,,"This instructional program class comprises any program that prepares individuals to apply the principles of psychology, engineering, and occupational therapy to the design and implementation of technological interventions and systems to promote patient rehabilitation and function. These programs include courses in ergonomics, seating and mobility design, universal and near environment systems design, rehabilitation research, rehabilitation biomechanics, access and communications design, microprocessor-based technologies, neurological trauma, standards and testing, and service delivery management."
3,Class,51.2313,51.23,Animal-assisted therapy,,"This instructional program class comprises any program that prepares health and human service professionals to integrate the use of animals into their treatment practices in order to facilitate change in people with mental and physical disabilities. These programs include courses in psychology, psychology of disabilities, animal behaviour, animal training, the human-animal bond, integration of animals into therapeutic settings, and ethical and cultural issues."
3,Class,51.2314,51.23,Rehabilitation science,,"This instructional program class comprises any program that focuses on human function, disability, and rehabilitation from the perspectives of the health sciences, social sciences, psychology, engineering, and related fields. These programs include courses in psychological, social, and cultural aspects of disability and rehabilitation; sensory and motor function and dysfunction; biomechanics and kinesiology; assistive technology; rehabilitation instrumentation and methodology; statistics; and health and rehabilitation policy."
